org_name,repo_name,workflow_path,visibility,archived,forked,workflow_url,repo_url,archived_org_name,archived_repo_name,archived_workflow_url,archived_repo_url
awslabs,aws-encryption-sdk-specification,repo-sync.yml,public,0,0,https://github.com/awslabs/aws-encryption-sdk-specification/blob/e8f2cb0e403cd911f353ea0889064c599eebb66f/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-encryption-sdk-specification,repo-sync,pull-request,https://github.com/repo-sync/pull-request/blob/7e79a9f5dc3ad0ce53138f01df2fad14a04831c5/action.yml,https://github.com/repo-sync/pull-request
awslabs,aws-encryption-sdk-test-vectors,repo-sync.yml,public,0,0,https://github.com/awslabs/aws-encryption-sdk-test-vectors/blob/b6a6c91e62cc67f891b5dc3d11b0f047d10baf76/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-encryption-sdk-test-vectors,repo-sync,github-sync,https://github.com/repo-sync/github-sync/blob/3832fe8e2be32372e1b3970bbae8e7079edeec88/action.yml,https://github.com/repo-sync/github-sync
awslabs,aws-encryption-sdk-test-vectors,repo-sync.yml,public,0,0,https://github.com/awslabs/aws-encryption-sdk-test-vectors/blob/b6a6c91e62cc67f891b5dc3d11b0f047d10baf76/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-encryption-sdk-test-vectors,repo-sync,pull-request,https://github.com/repo-sync/pull-request/blob/7e79a9f5dc3ad0ce53138f01df2fad14a04831c5/action.yml,https://github.com/repo-sync/pull-request
awslabs,aws-greengrass-labs-modbus-tcp-protocol-adapter,gradle.yml,public,0,0,https://github.com/awslabs/aws-greengrass-labs-modbus-tcp-protocol-adapter/blob/4fd953536c07bb9be349da7bb9e2b4bcf228e407/.github/workflows/gradle.yml,https://github.com/awslabs/aws-greengrass-labs-modbus-tcp-protocol-adapter,gradle,wrapper-validation-action,https://github.com/gradle/wrapper-validation-action/blob/4aa08202ed0ea6c4a62d176707f23c606a5fc753/action.yml,https://github.com/gradle/wrapper-validation-action
awslabs,aws-iot-greengrass-edge-connector-for-kinesis-video-stream,gradle.yml,public,0,0,https://github.com/awslabs/aws-iot-greengrass-edge-connector-for-kinesis-video-stream/blob/ee91886381d508e3f9d1d42a6d3ea52d7fa3fb5a/.github/workflows/gradle.yml,https://github.com/awslabs/aws-iot-greengrass-edge-connector-for-kinesis-video-stream,gradle,wrapper-validation-action,https://github.com/gradle/wrapper-validation-action/blob/4aa08202ed0ea6c4a62d176707f23c606a5fc753/action.yml,https://github.com/gradle/wrapper-validation-action
awslabs,aws-solutions-constructs,slack-notify.yml,public,0,0,https://github.com/awslabs/aws-solutions-constructs/blob/a10227d449244fdc9ea5ed740632e127345b5ff1/.github/workflows/slack-notify.yml,https://github.com/awslabs/aws-solutions-constructs,8398a7,action-slack,https://github.com/8398a7/action-slack/blob/77eaa4f1c608a7d68b38af4e3f739dcd8cba273e/action.yml,https://github.com/8398a7/action-slack
awslabs,aws-terraform-dev-container,release.yml,public,0,0,https://github.com/awslabs/aws-terraform-dev-container/blob/188ae14c638925c53539e8f49bced75930ab2243/.github/workflows/release.yml,https://github.com/awslabs/aws-terraform-dev-container,google-github-actions,release-please-action,https://github.com/google-github-actions/release-please-action/blob/b443408cb28f351e417f0130520baf47ceddb297/action.yml,https://github.com/google-github-actions/release-please-action
awslabs,aws-well-architected-labs,cfn_nag.yml,public,0,0,https://github.com/awslabs/aws-well-architected-labs/blob/ccfa9e31ed2460648d7f8c48ed7ac7b947cf2470/.github/workflows/cfn_nag.yml,https://github.com/awslabs/aws-well-architected-labs,8398a7,action-slack,https://github.com/8398a7/action-slack/blob/77eaa4f1c608a7d68b38af4e3f739dcd8cba273e/action.yml,https://github.com/8398a7/action-slack
awslabs,cargo-check-external-types,ci.yml,public,0,0,https://github.com/awslabs/cargo-check-external-types/blob/705a0941997ebeb3bfb1a7f14070ba342f79d879/.github/workflows/ci.yml,https://github.com/awslabs/cargo-check-external-types,actions-rs,toolchain,https://github.com/actions-rs/toolchain/blob/63eb9591781c46a70274cb3ebdf190fce92702e8/action.yml,https://github.com/actions-rs/toolchain
awslabs,clencli,release.yml,public,0,0,https://github.com/awslabs/clencli/blob/59d742e7ed1438caf3df848ea2ced7b4fa342731/.github/workflows/release.yml,https://github.com/awslabs/clencli,actions,create-release,https://github.com/actions/create-release/blob/0cb9c9b65d5d1901c1f53e5e66eaf4afd303e70e/action.yml,https://github.com/actions/create-release
awslabs,clencli,release.yml,public,0,0,https://github.com/awslabs/clencli/blob/59d742e7ed1438caf3df848ea2ced7b4fa342731/.github/workflows/release.yml,https://github.com/awslabs/clencli,actions,upload-release-asset,https://github.com/actions/upload-release-asset/blob/e8f9f06c4b078e705bd2ea027f0926603fc9b4d5/action.yml,https://github.com/actions/upload-release-asset
awslabs,flowgger,ci.yml,public,0,0,https://github.com/awslabs/flowgger/blob/7e6a7bb82c67c4cdc85dc2819eb620e762c0931f/.github/workflows/ci.yml,https://github.com/awslabs/flowgger,actions-rs,toolchain,https://github.com/actions-rs/toolchain/blob/63eb9591781c46a70274cb3ebdf190fce92702e8/action.yml,https://github.com/actions-rs/toolchain
awslabs,flowgger,ci.yml,public,0,0,https://github.com/awslabs/flowgger/blob/7e6a7bb82c67c4cdc85dc2819eb620e762c0931f/.github/workflows/ci.yml,https://github.com/awslabs/flowgger,actions-rs,cargo,https://github.com/actions-rs/cargo/blob/e7f754b8e09f70ad8eb2c5aebf61e58e8403b210/action.yml,https://github.com/actions-rs/cargo
awslabs,frontend-discovery-service,release.yaml,public,0,0,https://github.com/awslabs/frontend-discovery-service/blob/f5b8e94989a8b5979e8d8ae050f1050f31bb9c64/.github/workflows/release.yaml,https://github.com/awslabs/frontend-discovery-service,actions,create-release,https://github.com/actions/create-release/blob/0cb9c9b65d5d1901c1f53e5e66eaf4afd303e70e/action.yml,https://github.com/actions/create-release
awslabs,generative-ai-cdk-constructs,github-merit-badger.yml,public,0,0,https://github.com/awslabs/generative-ai-cdk-constructs/blob/13a44eb99363f7643c52eac85f6c15d1d9463115/.github/workflows/github-merit-badger.yml,https://github.com/awslabs/generative-ai-cdk-constructs,aws-github-ops,github-merit-badger,https://github.com/aws-github-ops/github-merit-badger/blob/70d1c47f7051d6e324d4ddc48d676ba61ef69a3e/action.yml,https://github.com/aws-github-ops/github-merit-badger
awslabs,iot-app-kit,release-please.yml,public,0,0,https://github.com/awslabs/iot-app-kit/blob/0584329f9d86ba954e85528fcee0c8c0255e7b7a/.github/workflows/release-please.yml,https://github.com/awslabs/iot-app-kit,google-github-actions,release-please-action,https://github.com/google-github-actions/release-please-action/blob/e4dc86ba9405554aeba3c6bb2d169500e7d3b4ee/action.yml,https://github.com/google-github-actions/release-please-action
awslabs,kinesis-hot-shard-advisor,build.yml,public,0,0,https://github.com/awslabs/kinesis-hot-shard-advisor/blob/93ed48989c8367e323a0d8dff9f4680b5f512ef2/.github/workflows/build.yml,https://github.com/awslabs/kinesis-hot-shard-advisor,skx,github-action-publish-binaries,https://github.com/skx/github-action-publish-binaries/blob/44887b225ceca96efd8a912d39c09ad70312af31/action.yml,https://github.com/skx/github-action-publish-binaries
awslabs,linter-rules-for-nextflow,gradle.yml,public,0,0,https://github.com/awslabs/linter-rules-for-nextflow/blob/82e1f650fd574332455327407685cf2eae4ed8f2/.github/workflows/gradle.yml,https://github.com/awslabs/linter-rules-for-nextflow,gradle,gradle-build-action,https://github.com/gradle/gradle-build-action/blob/749f47bda3e44aa060e82d7b3ef7e40d953bd629/action.yml,https://github.com/gradle/gradle-build-action
awslabs,managed-service-for-apache-flink-blueprints,build.yaml,public,0,0,https://github.com/awslabs/managed-service-for-apache-flink-blueprints/blob/ee94fc6cf69129f0dafc23181e794ec9d8e79e42/.github/workflows/build.yaml,https://github.com/awslabs/managed-service-for-apache-flink-blueprints,skx,github-action-publish-binaries,https://github.com/skx/github-action-publish-binaries/blob/44887b225ceca96efd8a912d39c09ad70312af31/action.yml,https://github.com/skx/github-action-publish-binaries
awslabs,mls-rs,native_build.yml,public,0,0,https://github.com/awslabs/mls-rs/blob/42131c9959efb1d3928428259bc89853027f730d/.github/workflows/native_build.yml,https://github.com/awslabs/mls-rs,seanmiddleditch,gha-setup-ninja,https://github.com/seanmiddleditch/gha-setup-ninja/blob/7e868db0f3406270dd46e1dac26c65f621456723/action.yml,https://github.com/seanmiddleditch/gha-setup-ninja
awslabs,mountpoint-s3-csi-driver,release.yaml,public,0,0,https://github.com/awslabs/mountpoint-s3-csi-driver/blob/4f8d18bdcfcaf99017fa5c38d564792ce09352ee/.github/workflows/release.yaml,https://github.com/awslabs/mountpoint-s3-csi-driver,actions,create-release,https://github.com/actions/create-release/blob/0cb9c9b65d5d1901c1f53e5e66eaf4afd303e70e/action.yml,https://github.com/actions/create-release
awslabs,osml-geo-agents,ai-pr-reviewer.yml,public,0,0,https://github.com/awslabs/osml-geo-agents/blob/36d795ebfc908b05f6f53a58370ea33efa6f96ec/.github/workflows/ai-pr-reviewer.yml,https://github.com/awslabs/osml-geo-agents,tmokmss,bedrock-pr-reviewer,https://github.com/tmokmss/bedrock-pr-reviewer/blob/dd4ff270128cdb257783bad7be5c0509e160afd3/action.yml,https://github.com/tmokmss/bedrock-pr-reviewer
awslabs,real-time-vectorization-of-streaming-data,release.yaml,public,0,0,https://github.com/awslabs/real-time-vectorization-of-streaming-data/blob/195b1e57ead7dbe8f32b1498a5030b31355052e6/.github/workflows/release.yaml,https://github.com/awslabs/real-time-vectorization-of-streaming-data,skx,github-action-publish-binaries,https://github.com/skx/github-action-publish-binaries/blob/44887b225ceca96efd8a912d39c09ad70312af31/action.yml,https://github.com/skx/github-action-publish-binaries
awslabs,rtb-fabric-terraform-module,release.yml,public,0,0,https://github.com/awslabs/rtb-fabric-terraform-module/blob/e1fb012eda10216a4464e8d2a393dc8a55aae307/.github/workflows/release.yml,https://github.com/awslabs/rtb-fabric-terraform-module,actions,create-release,https://github.com/actions/create-release/blob/0cb9c9b65d5d1901c1f53e5e66eaf4afd303e70e/action.yml,https://github.com/actions/create-release
awslabs,smithy-intellij,ci.yml,public,0,0,https://github.com/awslabs/smithy-intellij/blob/5413888efb7f31770701f707b44d1c70b89eeec9/.github/workflows/ci.yml,https://github.com/awslabs/smithy-intellij,gradle,wrapper-validation-action,https://github.com/gradle/wrapper-validation-action/blob/4aa08202ed0ea6c4a62d176707f23c606a5fc753/action.yml,https://github.com/gradle/wrapper-validation-action
awslabs,staticwebsite-cli,build.yaml,public,0,0,https://github.com/awslabs/staticwebsite-cli/blob/724c93cf33bfb64cf99690b16cd3fe388b4a3e82/.github/workflows/build.yaml,https://github.com/awslabs/staticwebsite-cli,actions-rs,toolchain,https://github.com/actions-rs/toolchain/blob/63eb9591781c46a70274cb3ebdf190fce92702e8/action.yml,https://github.com/actions-rs/toolchain
awslabs,staticwebsite-cli,build.yaml,public,0,0,https://github.com/awslabs/staticwebsite-cli/blob/724c93cf33bfb64cf99690b16cd3fe388b4a3e82/.github/workflows/build.yaml,https://github.com/awslabs/staticwebsite-cli,actions-rs,cargo,https://github.com/actions-rs/cargo/blob/e7f754b8e09f70ad8eb2c5aebf61e58e8403b210/action.yml,https://github.com/actions-rs/cargo
awslabs,synchro-charts,release-please.yml,public,0,0,https://github.com/awslabs/synchro-charts/blob/bb25e3251f3d7aaa214d5b1438882fc84e1b7e37/.github/workflows/release-please.yml,https://github.com/awslabs/synchro-charts,google-github-actions,release-please-action,https://github.com/google-github-actions/release-please-action/blob/a017ec70c7f1401744d60197f7577a0c51c8c1cf/action.yml,https://github.com/google-github-actions/release-please-action
