org,name,type
awslabs,AWS_KEY_WIN_64,secret
awslabs,AWS_LAMBDA_ROLE,secret
awslabs,AWS_NUGET_KEY,secret
awslabs,AWS_REGION,variable
awslabs,AWS_ROLE,secret
awslabs,AWS_ROLE_ARN,secret
awslabs,AWS_ROLE_ARN_CI,secret
awslabs,AWS_ROLE_ARN_JANITOR,secret
awslabs,AWS_ROLE_ARN_SYNC_ENI_MAX_PODS,secret
awslabs,AWS_ROLE_ARN_SYNC_TO_CODECOMMIT,secret
awslabs,AWS_ROLE_ARN_TO_ASSUME,secret
awslabs,AWS_ROLE_EXTERNAL_ID,secret
awslabs,AWS_ROLE_SESSION_NAME,secret
awslabs,AWS_ROLE_TO_ASSUME,secret
awslabs,AWS_S3_BUCKET,secret
awslabs,AWS_SECRET_ACCESS_KEY,secret
awslabs,AWS_SECRET_ACCESS_KEY_APPSTREAM_EGRESS,secret
awslabs,AWS_SECRET_ACCESS_KEY_SIGNING,secret
awslabs,AWS_SESSION_TOKEN,secret
awslabs,AWS_SIGNED_BUCKET,secret
awslabs,AWS_SIGNING_ACCESS_KEY_ID,secret
awslabs,AWS_SIGNING_EXTERNAL_ID,secret
awslabs,AWS_SIGNING_ROLE_SESSION_NAME,secret
awslabs,AWS_SIGNING_ROLE_TO_ASSUME,secret
awslabs,AWS_SIGNING_SECRET_ACCESS_KEY,secret
awslabs,AWS_TAG_KEY,secret
awslabs,AWS_TEST_ACCOUNT_CONFIG,secret
awslabs,AWS_TEST_ACCOUNT_CONFIGURATION_FILE,secret
awslabs,AWS_TEST_ACCOUNT_CREDENTIALS,secret
awslabs,AWS_TRANSLATE_AWS_REGION,secret
awslabs,AWS_TRANSLATE_ROLE_ARN,secret
awslabs,AWS_UNSIGNED_BUCKET,secret
awslabs,BADGE_GIST_ID,secret
awslabs,BADGE_GIST_TOKEN,secret
awslabs,BASE_URL,variable
awslabs,BEDROCK_AGENT_ALIAS_ID,variable
awslabs,BEDROCK_AGENT_ID,variable
awslabs,BENCHMARK_BUCKET,variable
awslabs,BENCH_FILE_NAME,variable
awslabs,BOT_GITHUB_TOKEN,secret
awslabs,BOT_TOKEN,secret
awslabs,BOT_USER_EMAIL,variable
awslabs,BOT_USER_NAME,variable
awslabs,BRAZIL_NPM_SYNC_LAMBDA_NAME,secret
awslabs,BRAZIL_NPM_SYNC_ROLE,secret
awslabs,BUCKET,secret
awslabs,BUCKET_NAME,secret
awslabs,CANARY_STACK_CDK_OUTPUTS_BUCKET_NAME,secret
awslabs,CANARY_WORKFLOW_GITHUB_ACTIONS_ROLE_ARN,secret
awslabs,CARGO_REGISTRY_TOKEN,secret
awslabs,CDK_API_KEY,secret
awslabs,CDK_AWS_ACCESS_ROLE_ARN,secret
awslabs,CDK_COGNITO_CLIENT_ID,secret
awslabs,CDK_COGNITO_PASSWORD,secret
awslabs,CDK_COGNITO_USERNAME_AUDITOR,secret
awslabs,CDK_COGNITO_USERNAME_PRACTITIONER,secret
awslabs,CDK_COGNITO_USERNAME_PRACTITIONER_ANOTHER_TENANT,secret
awslabs,CDK_DEFAULT_ACCOUNT,secret
awslabs,CDK_DEFAULT_REGION,secret
awslabs,CDK_SERVICE_URL,secret
awslabs,CD_API_REFS_BUCKET_NAME,secret
awslabs,CD_API_REFS_INVALIDATE_ROLE_ARN,secret
awslabs,CD_API_REFS_PUBLISH_ROLE_ARN,secret
awslabs,CD_CLOUDFRONT_KVS_ARN,secret
awslabs,CD_CLOUDFRONT_PUBLIC_DISTRIBUTION_ID,secret
awslabs,CFN_BUCKET,secret
awslabs,CI_IAM_ROLE_ARN,secret
awslabs,CI_LOG_BUCKET,secret
awslabs,CI_ROLE_ARN,secret
awslabs,CLUSTER_ENDPOINT,secret
awslabs,CODEBUILD_PROJECT_NAME,variable
awslabs,CODECOV_TOKEN,secret
awslabs,COGNITO_PASSWORD,secret
awslabs,COGNITO_USERNAME_AUDITOR,secret
awslabs,COGNITO_USERNAME_PRACTITIONER,secret
awslabs,COGNITO_USERNAME_PRACTITIONER_ANOTHER_TENANT,secret
awslabs,CONFIG_YAML,variable
awslabs,COPR_PUSH_WEBHOOK,secret
awslabs,CRATES_IO_TOKEN,secret
awslabs,CRT_CI_ROLE_ARN,secret
awslabs,CUSTOMER_KEY,secret
awslabs,CYPRESS_ADMIN_EMAIL,secret
awslabs,CYPRESS_ADMIN_EMAIL_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_ADMIN_PASSWORD,secret
awslabs,CYPRESS_ADMIN_PASSWORD_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_BASE_URL,secret
awslabs,CYPRESS_BASE_URL_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_GUEST_EMAIL,secret
awslabs,CYPRESS_GUEST_EMAIL_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_GUEST_PASSWORD,secret
awslabs,CYPRESS_GUEST_PASSWORD_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_INTERNAL_GUEST_EMAIL,secret
awslabs,CYPRESS_INTERNAL_GUEST_EMAIL_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_INTERNAL_GUEST_PASSWORD,secret
awslabs,CYPRESS_INTERNAL_GUEST_PASSWORD_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_RESEARCHER_EMAIL,secret
awslabs,CYPRESS_RESEARCHER_EMAIL_APPSTREAM_EGRESS,secret
awslabs,CYPRESS_RESEARCHER_PASSWORD,secret
awslabs,CYPRESS_RESEARCHER_PASSWORD_APPSTREAM_EGRESS,secret
awslabs,DATABASE_PASSWORD,secret
awslabs,DEPLOYMENT_AWS_ROLE,secret
awslabs,DEPLOYMENT_BUCKET,secret
awslabs,DEPLOYMENT_BUCKET_APPSTREAM_EGRESS,secret
awslabs,DEPLOYMENT_PR_USER_PASSWORD,secret
awslabs,DEPLOYMENT_SSH_KEY,secret
awslabs,DEPLOY_ACCESS_TOKEN,secret
awslabs,DEPLOY_INTEG_TESTS_ROLE_ARN,secret
awslabs,DEPLOY_TOKEN,secret
awslabs,DEV_AWS_USER_ACCOUNT_ARN,secret
awslabs,DJANGO_ADAPTER_INTEGRATION_TEST_ROLE,secret
awslabs,DOCKERHUB_PASSWORD,secret
awslabs,DOCKER_PASSWORD,secret
awslabs,DOCKER_USERNAME,secret
awslabs,DOCUMENTATION_UPDATE_TOKEN,secret
awslabs,DSF_NPM_TOKEN,secret
awslabs,EC2_BOT_GITHUB_TOKEN,secret
awslabs,EC2_BOT_GITHUB_USERNAME,secret
awslabs,GHA_ROLE_ARN,secret
awslabs,GHRS_GITHUB_API_TOKEN,secret
awslabs,GH_PUBLISH_TOKEN,secret
awslabs,GITHUB_WORKSPACE,variable
awslabs,GITLEAKS_LICENSE,secret
awslabs,GIT_SYNC_DESTINATION_REPO,secret
awslabs,GIT_SYNC_DESTINATION_SSH_PRIVATE_KEY,secret
awslabs,GIT_SYNC_SOURCE_REPO,secret
awslabs,GO_GITHUB_TOKEN,secret
awslabs,GPG_KEY_ID,secret
awslabs,GPG_PASSPHRASE,secret
awslabs,GPG_PRIVATE_KEY,secret
awslabs,GPG_PUBLIC_KEY,secret
awslabs,GPG_SECRET_KEY,secret
awslabs,GPG_SECRET_KEY_FILE,secret
awslabs,GUIDANCE_OSML_SUBMODULES_ACTION_10_24,secret
awslabs,HIBERNATE_DIALECT_INTEGRATION_CLUSTER_ENDPOINT,secret
awslabs,HIBERNATE_DIALECT_INTEGRATION_CLUSTER_REGION,secret
awslabs,HIBERNATE_IAM_ROLE,secret
awslabs,IAM_ROLE,variable
awslabs,IAM_ROLE_ARN,secret
awslabs,IAM_ROLE_GITHUB,secret
awslabs,ICEBERG_STAGING_PATH,secret
awslabs,ICEBERG_STAGING_SSH_KEY,secret
awslabs,INFRA_TESTS_HOSTING_ACCOUNT_ID,secret
awslabs,INFRA_TESTS_HOSTING_ACCOUNT_STACK_NAME,secret
awslabs,INTEGRATION_TEST_ROLE_ARN,secret
awslabs,INTEG_TEST_AWS_ACCOUNT_ID,secret
awslabs,INTEG_TEST_REGION,secret
awslabs,INTEG_TEST_ROLE_ARN,secret
awslabs,INTERMEDIATE_BRANCH,secret
awslabs,INTERNAL_DEV_SLACK_WEBHOOK_URL,secret
awslabs,KEY_MANAGER_ROLE_NAME,variable
awslabs,KMS_TEST_KEY_ID,variable
awslabs,LEAD_ACCESS_TOKEN,secret
awslabs,LOG_GROUP_NAME,secret
awslabs,MAVEN_GPG_PASSPHRASE,secret
awslabs,MAVEN_GPG_PRIVATE_KEY,secret
awslabs,MAVEN_GROUP_ID,variable
awslabs,MAVEN_PASSWORD,secret
awslabs,MAVEN_TOKEN_ID,secret
awslabs,MAVEN_USERNAME,secret
awslabs,MERGE_TOKEN,secret
awslabs,MISSION_SOLUTION_PR_WEBHOOK,secret
awslabs,M_S3_BUCKET,secret
awslabs,M_S3_BUCKET_REGION,secret
awslabs,NEXUS_PASSWORD,secret
awslabs,NEXUS_USERNAME,secret
awslabs,NON_ADMIN_PASS,secret
awslabs,NON_ADMIN_USER,variable
awslabs,NPM_AUTH_TOKEN,secret
awslabs,NPM_AWS_WASM_CHECKSUMS_PUBLISH,secret
awslabs,NPM_TOKEN,secret
awslabs,NPM_VERSION_TYPE,secret
awslabs,NUGET_API_KEY,secret
awslabs,OIDC_CLIENT_NAME,secret
awslabs,OIDC_ROLE_NAME,variable
awslabs,OIDC_URL,secret
awslabs,OVSX_PAT,secret
awslabs,PACKAGE_NAME,variable
awslabs,PAT,secret
awslabs,PAT_TOKEN,secret
awslabs,POETRY_PYPI_TOKEN_PYPI,secret
awslabs,PROD_AWS_END_TO_END_TEST_ROLE_ARN,secret
awslabs,PROFILE_IAM_ROLE,variable
awslabs,PROJECT_TOKEN,secret
awslabs,PROJEN_GITHUB_TOKEN,secret
awslabs,PR_BUILD_ROLE,secret
awslabs,PR_TOKEN,secret
awslabs,PUBLISHER_REGION,secret
awslabs,PUBLISHER_REGISTRY_ALIAS,secret
awslabs,PUBLISHER_ROLE_ARN,secret
awslabs,PYPI_API_TOKEN,secret
awslabs,PYPI_PASSWORD,secret
awslabs,PYPI_SECURE,secret
awslabs,PYPI_TEST_PASSWORD,secret
awslabs,PYPI_TEST_USERNAME,secret
awslabs,PYPI_TOKEN,secret
awslabs,PYPI_TOKEN25,secret
awslabs,PYPI_TOKEN_NAME,variable
awslabs,PYPI_USERNAME,secret
awslabs,PYTHON_CONNECTOR_IAM_ROLE,secret
awslabs,PYTHON_IAM_ROLE,secret
awslabs,PYTHON_SQLALCHEMY_DIALECT_CLUSTER_ENDPOINT,secret
awslabs,PYTHON_SQLALCHEMY_DIALECT_CLUSTER_REGION,secret
awslabs,QUAY_PASSWORD,secret
awslabs,QUAY_USERNAME,secret
awslabs,REGION,secret
awslabs,REGISTRY_ALIAS,variable
awslabs,RELEASE_CI_ACCESS_TOKEN,secret
awslabs,RELEASE_ROLE_ARN,secret
awslabs,RELEASE_TOKEN,secret
awslabs,REPOSITORY,variable
awslabs,REPO_ORG,variable
awslabs,RESULTS_LOCATION,secret
awslabs,ROLE_ARN,secret
awslabs,ROLE_NAME_TO_ASSUME,variable
awslabs,ROLE_SESSION_NAME,secret
awslabs,ROLE_TO_ASSUME,secret
awslabs,ROOMWEBHOOKURL,secret
awslabs,ROOT_HOSTED_ZONE_NAME,secret
awslabs,S3TAR_TEST_BUCKET,secret
awslabs,S3TAR_TEST_REGION,secret
awslabs,S3_ACCESS_POINT_ALIAS,variable
awslabs,S3_ACCESS_POINT_ARN,variable
awslabs,S3_BENCH_BUCKET_NAME,variable
awslabs,S3_BENCH_ENDPOINT_URL,variable
awslabs,S3_BENCH_REGION,variable
awslabs,S3_BENCH_RESULTS_BUCKET_NAME,variable
awslabs,S3_BUCKET,variable
awslabs,S3_BUCKET_BENCH_PREFIX,variable
awslabs,S3_BUCKET_NAME,variable
awslabs,S3_BUCKET_OWNER,variable
awslabs,S3_BUCKET_TEST_PREFIX,variable
awslabs,S3_BUILD_CACHE_ACCESS_KEY_ID,secret
awslabs,S3_BUILD_CACHE_SECRET_KEY,secret
awslabs,S3_CUSTOM_ENDPOINT_URL,variable
awslabs,S3_DATA_PATH,secret
awslabs,S3_ENDPOINT_URL,variable
awslabs,S3_EXPRESS_BUCKET,variable
awslabs,S3_EXPRESS_ONE_ZONE_BENCH_BUCKET_NAME,variable
awslabs,S3_EXPRESS_ONE_ZONE_BENCH_ENDPOINT_URL,variable
awslabs,S3_EXPRESS_ONE_ZONE_BUCKET_NAME,variable
awslabs,S3_EXPRESS_ONE_ZONE_BUCKET_NAME_EXTERNAL,variable
awslabs,S3_EXPRESS_ONE_ZONE_BUCKET_NAME_SSE_KMS,variable
awslabs,S3_EXPRESS_ONE_ZONE_ENDPOINT_URL,variable
awslabs,S3_EXPRESS_PROFILE_BUCKET,variable
awslabs,S3_EXPRESS_REGION,variable
awslabs,S3_FORBIDDEN_BUCKET_NAME,variable
awslabs,S3_MRAP_ARN,variable
awslabs,S3_OLAP_ALIAS,variable
awslabs,S3_OLAP_ARN,variable
awslabs,S3_PREFIX,variable
awslabs,S3_PROFILE_BUCKET,variable
awslabs,S3_REGION,variable
awslabs,S3_SECOND_BUCKET_NAME,variable
awslabs,S3_SUBSESSION_IAM_ROLE,variable
awslabs,S3_TEST_ASSUME_ROLE_ARN,secret
awslabs,S3_TEST_BUCKET,variable
awslabs,S3_TEST_PREFIX,variable
awslabs,S3_TEST_REGION,variable
awslabs,SAFETY_API_KEY,secret
awslabs,SECRET_TOKEN,secret
awslabs,SLACK_COMMENT_WEBHOOK_URL,secret
awslabs,SLACK_ISSUE_WEBHOOK_URL,secret
awslabs,SLACK_RELEASE_WEBHOOK,secret
awslabs,SLACK_RELEASE_WEBHOOK_URL,secret
awslabs,SLACK_WEBHOOK,secret
awslabs,SLACK_WEBHOOK_URL,secret
awslabs,SLACK_WEBHOOK_URL_ISSUE,secret
awslabs,SLACK_WEBHOOK_URL_ISSUE_COMMENT,secret
awslabs,SLACK_WEBHOOK_URL_PR,secret
awslabs,SLACK_WEBHOOK_URL_WORKFLOW_FAILURE,secret
awslabs,SMALL_BENCH_FILE_NAME,variable
awslabs,SNYK_TOKEN,secret
awslabs,SONAR_TOKEN,secret
awslabs,SONATYPE_PASSWORD,secret
awslabs,SONATYPE_USERNAME,secret
awslabs,SOURCE_REPO,secret
awslabs,SPILL_BUCKET,secret
awslabs,SRC_DIRECTORY,variable
awslabs,STACK_SAPS4HANAFOUNDATIONS_2023,secret
awslabs,STACK_SAPS4HANA_2023,secret
awslabs,STACK_SOLMAN72ASE,secret
awslabs,STAGING_PARTNER_REPO,secret
awslabs,STATE_MACHINE_ARN,secret
awslabs,STATE_MACHINE_INPUT_S3A,variable
awslabs,STATE_MACHINE_INPUT_S3FILEIO,variable
awslabs,STEP_FUNCTION_ARN,secret
awslabs,SWAGGER_BOT_GITHUB_TOKEN,secret
awslabs,TAG_PR_TOKEN,secret
awslabs,TAP_GITHUB_TOKEN,secret
awslabs,TEST_ACCOUNT_PASSWORD,secret
awslabs,TEST_AWS_ACCESS_KEY_ID,secret
awslabs,TEST_AWS_SECRET_ACCESS_KEY,secret
awslabs,TEST_AWS_SESSION_TOKEN,secret
awslabs,TEST_DB_CLUSTER_IDENTIFIER,secret
awslabs,TEST_PASSWORD,secret
awslabs,TEST_PYPI_API_TOKEN,secret
awslabs,TEST_PYPI_TOKEN,secret
awslabs,TEST_PYPI_TOKEN_NAME,variable
awslabs,TEST_USERNAME,secret
awslabs,TOKEN_KEY_NAME,secret
awslabs,TRANSLATE_PUSH_GITHUB_TOKEN,secret
awslabs,TWINE_PASSWORD,secret
awslabs,TWINE_USERNAME,secret
awslabs,UNITY_EMAIL,secret
awslabs,UNITY_PASSWORD,secret
awslabs,UNITY_SERIAL,secret
awslabs,UPDATE_VERSIONS_GITHUB_TOKEN,secret
awslabs,USER_EMAIL,variable
awslabs,USER_NAME,variable
awslabs,VSCE_PAT,secret
