repo_name,workflow_path,job_name,runner,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
fhir-works-on-aws-authz-smart,release-pr.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-authz-smart/blob/mainline/.github/workflows/release-pr.yml,https://github.com/awslabs/fhir-works-on-aws-authz-smart
fhir-works-on-aws-authz-smart,tag-and-publish.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-authz-smart/blob/mainline/.github/workflows/tag-and-publish.yml,https://github.com/awslabs/fhir-works-on-aws-authz-smart
fhir-works-on-aws-interface,release-pr.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-interface/blob/mainline/.github/workflows/release-pr.yml,https://github.com/awslabs/fhir-works-on-aws-interface
fhir-works-on-aws-interface,tag-and-publish.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-interface/blob/mainline/.github/workflows/tag-and-publish.yml,https://github.com/awslabs/fhir-works-on-aws-interface
fhir-works-on-aws-persistence-ddb,release-pr.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-persistence-ddb/blob/mainline/.github/workflows/release-pr.yml,https://github.com/awslabs/fhir-works-on-aws-persistence-ddb
fhir-works-on-aws-persistence-ddb,tag-and-publish.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-persistence-ddb/blob/mainline/.github/workflows/tag-and-publish.yml,https://github.com/awslabs/fhir-works-on-aws-persistence-ddb
fhir-works-on-aws-persistence-facade,unit-test.yaml,unit-test,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-persistence-facade/blob/mainline/.github/workflows/unit-test.yaml,https://github.com/awslabs/fhir-works-on-aws-persistence-facade
fhir-works-on-aws-routing,release-pr.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-routing/blob/mainline/.github/workflows/release-pr.yml,https://github.com/awslabs/fhir-works-on-aws-routing
fhir-works-on-aws-routing,tag-and-publish.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-routing/blob/mainline/.github/workflows/tag-and-publish.yml,https://github.com/awslabs/fhir-works-on-aws-routing
fhir-works-on-aws-search-es,release-pr.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-search-es/blob/mainline/.github/workflows/release-pr.yml,https://github.com/awslabs/fhir-works-on-aws-search-es
fhir-works-on-aws-search-es,tag-and-publish.yml,tag-release,ubuntu-18.04,public,1,0,0,https://github.com/awslabs/fhir-works-on-aws-search-es/blob/mainline/.github/workflows/tag-and-publish.yml,https://github.com/awslabs/fhir-works-on-aws-search-es
lorien,ubuntu-ci.yml,build,ubuntu-18.04,public,0,0,0,https://github.com/awslabs/lorien/blob/main/.github/workflows/ubuntu-ci.yml,https://github.com/awslabs/lorien
sockeye,push_pr.yml,build,macos-12,public,0,0,0,https://github.com/awslabs/sockeye/blob/main/.github/workflows/push_pr.yml,https://github.com/awslabs/sockeye
sockeye,torch_nightly.yml,build,macos-12,public,0,0,0,https://github.com/awslabs/sockeye/blob/main/.github/workflows/torch_nightly.yml,https://github.com/awslabs/sockeye
