org,repo,workflow,fork,archived,stars,visibility,ref,ref_type,ref_resolved_to,ref_resolved_type,workflow_type,workflow_url,jobs_count,workflow_status,parent_workflows,event_triggers
openai,codex-action,.github/workflows/ci.yml,0,0,662,public,main,branch,5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3,commit,workflow,https://github.com/openai/codex-action/blob/5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3/.github/workflows/ci.yml,1,,,"pull_request,push"
openai,codex-action,.github/workflows/cla.yml,0,0,662,public,main,branch,5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3,commit,workflow,https://github.com/openai/codex-action/blob/5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3/.github/workflows/cla.yml,1,,,"issue_comment,pull_request_target"
openai,codex-action,action.yml,0,0,662,public,main,branch,5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3,commit,action,https://github.com/openai/codex-action/blob/5fb8cb2b1d36b958485d50e77f367ba93fb2bfb3/action.yml,1,,,
openai,codex-universal,.github/workflows/build-image.yml,0,0,691,public,main,branch,aaf6ad0d7dbaebfd9ac5ec8d2a9f5a1231681c9b,commit,workflow,https://github.com/openai/codex-universal/blob/aaf6ad0d7dbaebfd9ac5ec8d2a9f5a1231681c9b/.github/workflows/build-image.yml,3,,,"push,pull_request"
openai,compose-richtext,.github/workflows/android.yml,1,0,68,public,main,branch,43f61c1abfc5341536f7e1adbf29286a640405f7,commit,workflow,https://github.com/openai/compose-richtext/blob/43f61c1abfc5341536f7e1adbf29286a640405f7/.github/workflows/android.yml,1,,,"push,pull_request"
openai,compose-richtext,.github/workflows/docs.yml,1,0,68,public,main,branch,43f61c1abfc5341536f7e1adbf29286a640405f7,commit,workflow,https://github.com/openai/compose-richtext/blob/43f61c1abfc5341536f7e1adbf29286a640405f7/.github/workflows/docs.yml,1,,,"release,push"
openai,compose-richtext,.github/workflows/publish.yml,1,0,68,public,main,branch,43f61c1abfc5341536f7e1adbf29286a640405f7,commit,workflow,https://github.com/openai/compose-richtext/blob/43f61c1abfc5341536f7e1adbf29286a640405f7/.github/workflows/publish.yml,1,,,"release,workflow_dispatch"
openai,etcd,.github/workflows/ci.yml,1,0,10,public,6.3.0-openai,branch,43dd5ac2754c801d6cde047cc91fe82edaff8010,commit,workflow,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/ci.yml,5,,,"pull_request,push"
openai,etcd,.github/workflows/md-links.yml,1,0,10,public,6.3.0-openai,branch,43dd5ac2754c801d6cde047cc91fe82edaff8010,commit,workflow,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/md-links.yml,1,,,"pull_request,push"
openai,etcd,.github/workflows/stale.yml,1,0,10,public,6.3.0-openai,branch,43dd5ac2754c801d6cde047cc91fe82edaff8010,commit,workflow,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/stale.yml,1,,,schedule
openai,evals,.github/workflows/run_tests.yaml,0,0,17245,public,main,branch,4bfc1f58a821685acb40bb28ba54131740535046,commit,workflow,https://github.com/openai/evals/blob/4bfc1f58a821685acb40bb28ba54131740535046/.github/workflows/run_tests.yaml,1,,,"pull_request,push"
openai,evals,.github/workflows/test_eval.yaml,0,0,17245,public,main,branch,4bfc1f58a821685acb40bb28ba54131740535046,commit,workflow,https://github.com/openai/evals/blob/4bfc1f58a821685acb40bb28ba54131740535046/.github/workflows/test_eval.yaml,1,,,"workflow_dispatch,pull_request"
openai,frontier-evals,.github/workflows/ci.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/ci.yml,1,,,pull_request
openai,frontier-evals,.github/workflows/compatibility_api_lint.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/compatibility_api_lint.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/compatibility_api_preparedness_lint.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/compatibility_api_preparedness_lint.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/paperbench_lint.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/paperbench_lint.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/paperbench_tests.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/paperbench_tests.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/preparedness_turncompleter_lint.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/preparedness_turncompleter_lint.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/preparedness_turncompleter_tests.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/preparedness_turncompleter_tests.yml,1,,,"pull_request,workflow_dispatch"
openai,frontier-evals,.github/workflows/swelancer_lint.yml,0,0,937,public,main,branch,8c9567576d70548cb8fb141276cd083e59a8755b,commit,workflow,https://github.com/openai/frontier-evals/blob/8c9567576d70548cb8fb141276cd083e59a8755b/.github/workflows/swelancer_lint.yml,1,,,"pull_request,workflow_dispatch"
openai,GPT-3-Encoder,.github/workflows/node.js.yml,1,0,129,public,master,branch,79387f4643d44117b67e55006acdeb758edd9e5d,commit,workflow,https://github.com/openai/GPT-3-Encoder/blob/79387f4643d44117b67e55006acdeb758edd9e5d/.github/workflows/node.js.yml,1,,,"push,pull_request"
openai,gpt-oss,.github/workflows/CI.yml,0,0,19131,public,main,branch,48db88d8e29f48493fe75f084a8c9bd900a2b92f,commit,workflow,https://github.com/openai/gpt-oss/blob/48db88d8e29f48493fe75f084a8c9bd900a2b92f/.github/workflows/CI.yml,1,,,"release,push,workflow_dispatch"
openai,gym,.github/workflows/build.yml,0,0,36751,public,master,branch,dcd185843a62953e27c2d54dc8c2d647d604b635,commit,workflow,https://github.com/openai/gym/blob/dcd185843a62953e27c2d54dc8c2d647d604b635/.github/workflows/build.yml,1,,,"pull_request,push"
openai,gym,.github/workflows/pre-commit.yml,0,0,36751,public,master,branch,dcd185843a62953e27c2d54dc8c2d647d604b635,commit,workflow,https://github.com/openai/gym/blob/dcd185843a62953e27c2d54dc8c2d647d604b635/.github/workflows/pre-commit.yml,1,,,"pull_request,push"
openai,gym3,.github/workflows/ci.yaml,0,0,143,public,master,branch,4c3824680eaf9dd04dce224ee3d4856429878226,commit,workflow,https://github.com/openai/gym3/blob/4c3824680eaf9dd04dce224ee3d4856429878226/.github/workflows/ci.yaml,1,,,push
openai,harmony,.github/workflows/CI.yml,0,0,3986,public,main,branch,ec7606df9e87e3d0a1fec9f50928c1e407f0c438,commit,workflow,https://github.com/openai/harmony/blob/ec7606df9e87e3d0a1fec9f50928c1e407f0c438/.github/workflows/CI.yml,7,,,"push,pull_request,workflow_dispatch"
openai,harmony,.github/actions/run-rust-python-tests/action.yml,0,0,3986,public,main,branch,ec7606df9e87e3d0a1fec9f50928c1e407f0c438,commit,action,https://github.com/openai/harmony/blob/ec7606df9e87e3d0a1fec9f50928c1e407f0c438/.github/actions/run-rust-python-tests/action.yml,1,,,
openai,main-branch-check-action,.github/workflows/build.yaml,0,0,7,public,main,branch,e63babfaa62a5eb5ca9fd14ae54b155a4ed23490,commit,workflow,https://github.com/openai/main-branch-check-action/blob/e63babfaa62a5eb5ca9fd14ae54b155a4ed23490/.github/workflows/build.yaml,1,,,"push,pull_request"
openai,openai-agents-js,.github/workflows/docs.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/docs.yml,2,,,"push,pull_request,workflow_dispatch"
openai,openai-agents-js,.github/workflows/issues.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/issues.yml,1,,,schedule
openai,openai-agents-js,.github/workflows/release-tag.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/release-tag.yml,1,,,push
openai,openai-agents-js,.github/workflows/release.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/release.yml,1,,,workflow_run
openai,openai-agents-js,.github/workflows/test.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/test.yml,1,,,"push,pull_request"
openai,openai-agents-js,.github/workflows/update-docs.yml,0,0,1880,public,main,branch,d92cea1707477b5d90092f420f2684aca6c69d54,commit,workflow,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/update-docs.yml,1,,,push
openai,openai-agents-python,.github/workflows/docs.yml,0,0,17178,public,main,branch,73e7843075acaae25bc56628ab8017ae6a4e13f7,commit,workflow,https://github.com/openai/openai-agents-python/blob/73e7843075acaae25bc56628ab8017ae6a4e13f7/.github/workflows/docs.yml,1,,,workflow_run
openai,openai-agents-python,.github/workflows/issues.yml,0,0,17178,public,main,branch,73e7843075acaae25bc56628ab8017ae6a4e13f7,commit,workflow,https://github.com/openai/openai-agents-python/blob/73e7843075acaae25bc56628ab8017ae6a4e13f7/.github/workflows/issues.yml,1,,,schedule
openai,openai-agents-python,.github/workflows/publish.yml,0,0,17178,public,main,branch,73e7843075acaae25bc56628ab8017ae6a4e13f7,commit,workflow,https://github.com/openai/openai-agents-python/blob/73e7843075acaae25bc56628ab8017ae6a4e13f7/.github/workflows/publish.yml,1,,,release
openai,openai-agents-python,.github/workflows/tests.yml,0,0,17178,public,main,branch,73e7843075acaae25bc56628ab8017ae6a4e13f7,commit,workflow,https://github.com/openai/openai-agents-python/blob/73e7843075acaae25bc56628ab8017ae6a4e13f7/.github/workflows/tests.yml,5,,,"push,pull_request"
openai,openai-agents-python,.github/workflows/update-docs.yml,0,0,17178,public,main,branch,73e7843075acaae25bc56628ab8017ae6a4e13f7,commit,workflow,https://github.com/openai/openai-agents-python/blob/73e7843075acaae25bc56628ab8017ae6a4e13f7/.github/workflows/update-docs.yml,1,,,push
openai,openai-apps-sdk-examples,.github/workflows/pre-commit.yml,0,0,1639,public,main,branch,346df2175a6c94502b3ab06a13ba1c74b6697151,commit,workflow,https://github.com/openai/openai-apps-sdk-examples/blob/346df2175a6c94502b3ab06a13ba1c74b6697151/.github/workflows/pre-commit.yml,1,,,"pull_request,push"
openai,openai-chatkit-advanced-samples,.github/workflows/ci.yml,0,0,433,public,main,branch,39bb630e4cfe6e0f20c1bedae0a4c8e2f1f82f2e,commit,workflow,https://github.com/openai/openai-chatkit-advanced-samples/blob/39bb630e4cfe6e0f20c1bedae0a4c8e2f1f82f2e/.github/workflows/ci.yml,2,,,"push,pull_request"
openai,openai-chatkit-starter-app,.github/workflows/ci.yml,0,0,635,public,main,branch,06020b680d1202ad8006ce19d5e394eb804d9610,commit,workflow,https://github.com/openai/openai-chatkit-starter-app/blob/06020b680d1202ad8006ce19d5e394eb804d9610/.github/workflows/ci.yml,1,,,"push,pull_request"
openai,openai-cookbook,.github/workflows/build-website.yaml,0,0,69086,public,main,branch,94fa00492bbcae2a23e71cc8d3d599211a8475f8,commit,workflow,https://github.com/openai/openai-cookbook/blob/94fa00492bbcae2a23e71cc8d3d599211a8475f8/.github/workflows/build-website.yaml,1,,,push
openai,openai-cookbook,.github/workflows/stale.yaml,0,0,69086,public,main,branch,94fa00492bbcae2a23e71cc8d3d599211a8475f8,commit,workflow,https://github.com/openai/openai-cookbook/blob/94fa00492bbcae2a23e71cc8d3d599211a8475f8/.github/workflows/stale.yaml,1,,,schedule
openai,openai-cookbook,.github/workflows/validate-notebooks.yaml,0,0,69086,public,main,branch,94fa00492bbcae2a23e71cc8d3d599211a8475f8,commit,workflow,https://github.com/openai/openai-cookbook/blob/94fa00492bbcae2a23e71cc8d3d599211a8475f8/.github/workflows/validate-notebooks.yaml,1,,,pull_request
openai,openai-dotnet,.github/workflows/codegen-validation.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/codegen-validation.yml,1,,,"pull_request,workflow_dispatch"
openai,openai-dotnet,.github/workflows/live-test.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/live-test.yml,1,,,"workflow_dispatch,pull_request"
openai,openai-dotnet,.github/workflows/main.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/main.yml,1,,,"workflow_dispatch,push,pull_request"
openai,openai-dotnet,.github/workflows/needs-triage.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/needs-triage.yml,1,,,issues
openai,openai-dotnet,.github/workflows/release.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/release.yml,3,,,"release,schedule"
openai,openai-dotnet,.github/workflows/update-generator.yml,0,0,2397,public,main,branch,35e2728f93cc4268fc39590a5f04e542d10d3dbb,commit,workflow,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/update-generator.yml,1,,,"schedule,workflow_dispatch,repository_dispatch"
openai,openai-go,.github/workflows/ci.yml,0,0,2676,public,main,branch,7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc,commit,workflow,https://github.com/openai/openai-go/blob/7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc/.github/workflows/ci.yml,2,,,"push,pull_request"
openai,openai-go,.github/workflows/create-releases.yml,0,0,2676,public,main,branch,7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc,commit,workflow,https://github.com/openai/openai-go/blob/7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc/.github/workflows/create-releases.yml,1,,,"schedule,push"
openai,openai-go,.github/workflows/detect-breaking-changes.yml,0,0,2676,public,main,branch,7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc,commit,workflow,https://github.com/openai/openai-go/blob/7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc/.github/workflows/detect-breaking-changes.yml,1,,,pull_request
openai,openai-guardrails-js,.github/workflows/ci.yml,0,0,40,public,main,branch,54e580686bb39e54763fe85e0d7b8e218a7f5648,commit,workflow,https://github.com/openai/openai-guardrails-js/blob/54e580686bb39e54763fe85e0d7b8e218a7f5648/.github/workflows/ci.yml,1,,,"push,pull_request"
openai,openai-guardrails-js,.github/workflows/docs.yml,0,0,40,public,main,branch,54e580686bb39e54763fe85e0d7b8e218a7f5648,commit,workflow,https://github.com/openai/openai-guardrails-js/blob/54e580686bb39e54763fe85e0d7b8e218a7f5648/.github/workflows/docs.yml,1,,,"push,workflow_dispatch"
openai,openai-guardrails-js,.github/workflows/publish.yml,0,0,40,public,main,branch,54e580686bb39e54763fe85e0d7b8e218a7f5648,commit,workflow,https://github.com/openai/openai-guardrails-js/blob/54e580686bb39e54763fe85e0d7b8e218a7f5648/.github/workflows/publish.yml,1,,,push
openai,openai-guardrails-python,.github/workflows/ci.yml,0,0,124,public,main,branch,d98116d7a78857f6320ab4f2322324eaf2cb98d1,commit,workflow,https://github.com/openai/openai-guardrails-python/blob/d98116d7a78857f6320ab4f2322324eaf2cb98d1/.github/workflows/ci.yml,1,,,"push,pull_request"
openai,openai-guardrails-python,.github/workflows/docs.yml,0,0,124,public,main,branch,d98116d7a78857f6320ab4f2322324eaf2cb98d1,commit,workflow,https://github.com/openai/openai-guardrails-python/blob/d98116d7a78857f6320ab4f2322324eaf2cb98d1/.github/workflows/docs.yml,1,,,"push,workflow_dispatch"
openai,openai-guardrails-python,.github/workflows/publish.yml,0,0,124,public,main,branch,d98116d7a78857f6320ab4f2322324eaf2cb98d1,commit,workflow,https://github.com/openai/openai-guardrails-python/blob/d98116d7a78857f6320ab4f2322324eaf2cb98d1/.github/workflows/publish.yml,1,,,release
openai,openai-java,.github/workflows/ci.yml,0,0,1197,public,main,branch,2494220eae4101844d2fbc99c9a3045324c27fd5,commit,workflow,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/ci.yml,4,,,"push,pull_request"
openai,openai-java,.github/workflows/create-releases.yml,0,0,1197,public,main,branch,2494220eae4101844d2fbc99c9a3045324c27fd5,commit,workflow,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,1,,,"schedule,push"
openai,openai-java,.github/workflows/detect-breaking-changes.yml,0,0,1197,public,main,branch,2494220eae4101844d2fbc99c9a3045324c27fd5,commit,workflow,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/detect-breaking-changes.yml,1,,,pull_request
openai,openai-java,.github/workflows/publish-sonatype.yml,0,0,1197,public,main,branch,2494220eae4101844d2fbc99c9a3045324c27fd5,commit,workflow,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,1,,,workflow_dispatch
openai,openai-java,.github/workflows/release-doctor.yml,0,0,1197,public,main,branch,2494220eae4101844d2fbc99c9a3045324c27fd5,commit,workflow,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,1,,,"push,workflow_dispatch"
openai,openai-node,.github/workflows/ci.yml,0,0,10321,public,master,branch,7a97bfcf1ea071bc605c654161cc0e4867d22960,commit,workflow,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/ci.yml,5,,,"push,pull_request"
openai,openai-node,.github/workflows/create-releases.yml,0,0,10321,public,master,branch,7a97bfcf1ea071bc605c654161cc0e4867d22960,commit,workflow,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/create-releases.yml,1,,,"schedule,push"
openai,openai-node,.github/workflows/publish-jsr.yml,0,0,10321,public,master,branch,7a97bfcf1ea071bc605c654161cc0e4867d22960,commit,workflow,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/publish-jsr.yml,1,,,workflow_dispatch
openai,openai-node,.github/workflows/publish-npm.yml,0,0,10321,public,master,branch,7a97bfcf1ea071bc605c654161cc0e4867d22960,commit,workflow,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/publish-npm.yml,1,,,workflow_dispatch
openai,openai-node,.github/workflows/release-doctor.yml,0,0,10321,public,master,branch,7a97bfcf1ea071bc605c654161cc0e4867d22960,commit,workflow,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/release-doctor.yml,1,,,"push,workflow_dispatch"
openai,openai-python,.github/workflows/ci.yml,0,0,29201,public,main,branch,6574bcd612771186995074846253caa0ff1ba517,commit,workflow,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/ci.yml,4,,,"push,pull_request"
openai,openai-python,.github/workflows/create-releases.yml,0,0,29201,public,main,branch,6574bcd612771186995074846253caa0ff1ba517,commit,workflow,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/create-releases.yml,1,,,"schedule,push"
openai,openai-python,.github/workflows/detect-breaking-changes.yml,0,0,29201,public,main,branch,6574bcd612771186995074846253caa0ff1ba517,commit,workflow,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/detect-breaking-changes.yml,1,,,pull_request
openai,openai-python,.github/workflows/publish-pypi.yml,0,0,29201,public,main,branch,6574bcd612771186995074846253caa0ff1ba517,commit,workflow,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/publish-pypi.yml,1,,,workflow_dispatch
openai,openai-python,.github/workflows/release-doctor.yml,0,0,29201,public,main,branch,6574bcd612771186995074846253caa0ff1ba517,commit,workflow,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/release-doctor.yml,1,,,"push,workflow_dispatch"
openai,openai-reflect,.github/workflows/build.yaml,0,0,188,public,main,branch,40796bf64312bf2215d9d899e1ac32715eadd26c,commit,workflow,https://github.com/openai/openai-reflect/blob/40796bf64312bf2215d9d899e1ac32715eadd26c/.github/workflows/build.yaml,1,,,"push,pull_request"
