org,repo,workflow,ref,url,name,type
openai,compose-richtext,.github/workflows/publish.yml,main,https://github.com/openai/compose-richtext/blob/43f61c1abfc5341536f7e1adbf29286a640405f7/.github/workflows/publish.yml,SONATYPE_USERNAME,secret
openai,evals,.github/workflows/run_tests.yaml,main,https://github.com/openai/evals/blob/4bfc1f58a821685acb40bb28ba54131740535046/.github/workflows/run_tests.yaml,OPENAI_API_KEY,secret
openai,evals,.github/workflows/test_eval.yaml,main,https://github.com/openai/evals/blob/4bfc1f58a821685acb40bb28ba54131740535046/.github/workflows/test_eval.yaml,OPENAI_API_KEY,secret
openai,openai-agents-js,.github/workflows/release.yml,main,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/release.yml,NPM_TOKEN,secret
openai,openai-agents-js,.github/workflows/update-docs.yml,main,https://github.com/openai/openai-agents-js/blob/d92cea1707477b5d90092f420f2684aca6c69d54/.github/workflows/update-docs.yml,PROD_OPENAI_API_KEY,secret
openai,openai-cookbook,.github/workflows/build-website.yaml,main,https://github.com/openai/openai-cookbook/blob/94fa00492bbcae2a23e71cc8d3d599211a8475f8/.github/workflows/build-website.yaml,WEBSITE_DEPLOY_HOOK_URL,secret
openai,openai-dotnet,.github/workflows/live-test.yml,main,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/live-test.yml,OPENAI_API_KEY,secret
openai,openai-dotnet,.github/workflows/release.yml,main,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/release.yml,OPENAI_API_KEY,secret
openai,openai-dotnet,.github/workflows/release.yml,main,https://github.com/openai/openai-dotnet/blob/35e2728f93cc4268fc39590a5f04e542d10d3dbb/.github/workflows/release.yml,NUGET_API_KEY,secret
openai,openai-go,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-go/blob/7f35136c16cffc8c911ce1f2a4dcbbce3a5534bc/.github/workflows/create-releases.yml,STAINLESS_API_KEY,secret
openai,openai-java,.github/workflows/ci.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/ci.yml,OPENAI_API_KEY,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,STAINLESS_API_KEY,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,OPENAI_SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,OPENAI_SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,OPENAI_SONATYPE_GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,GPG_SIGNING_PASSWORD,secret
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/create-releases.yml,OPENAI_SONATYPE_GPG_SIGNING_PASSWORD,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,OPENAI_SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,OPENAI_SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,OPENAI_SONATYPE_GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,GPG_SIGNING_PASSWORD,secret
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/publish-sonatype.yml,OPENAI_SONATYPE_GPG_SIGNING_PASSWORD,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,STAINLESS_API_KEY,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,OPENAI_SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,SONATYPE_USERNAME,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,OPENAI_SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,SONATYPE_PASSWORD,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,OPENAI_SONATYPE_GPG_SIGNING_KEY,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,GPG_SIGNING_PASSWORD,secret
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/2494220eae4101844d2fbc99c9a3045324c27fd5/.github/workflows/release-doctor.yml,OPENAI_SONATYPE_GPG_SIGNING_PASSWORD,secret
openai,openai-node,.github/workflows/ci.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/ci.yml,OPENAI_API_KEY,secret
openai,openai-node,.github/workflows/create-releases.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/create-releases.yml,STAINLESS_API_KEY,secret
openai,openai-node,.github/workflows/create-releases.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/create-releases.yml,NPM_TOKEN,secret
openai,openai-node,.github/workflows/create-releases.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/create-releases.yml,OPENAI_NPM_TOKEN,secret
openai,openai-node,.github/workflows/publish-npm.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/publish-npm.yml,NPM_TOKEN,secret
openai,openai-node,.github/workflows/publish-npm.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/publish-npm.yml,OPENAI_NPM_TOKEN,secret
openai,openai-node,.github/workflows/release-doctor.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/release-doctor.yml,STAINLESS_API_KEY,secret
openai,openai-node,.github/workflows/release-doctor.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/release-doctor.yml,NPM_TOKEN,secret
openai,openai-node,.github/workflows/release-doctor.yml,master,https://github.com/openai/openai-node/blob/7a97bfcf1ea071bc605c654161cc0e4867d22960/.github/workflows/release-doctor.yml,OPENAI_NPM_TOKEN,secret
openai,openai-python,.github/workflows/ci.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/ci.yml,OPENAI_API_KEY,secret
openai,openai-python,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/create-releases.yml,STAINLESS_API_KEY,secret
openai,openai-python,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/create-releases.yml,OPENAI_PYPI_TOKEN,secret
openai,openai-python,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/create-releases.yml,PYPI_TOKEN,secret
openai,openai-python,.github/workflows/publish-pypi.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/publish-pypi.yml,OPENAI_PYPI_TOKEN,secret
openai,openai-python,.github/workflows/publish-pypi.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/publish-pypi.yml,PYPI_TOKEN,secret
openai,openai-python,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/release-doctor.yml,STAINLESS_API_KEY,secret
openai,openai-python,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/release-doctor.yml,OPENAI_PYPI_TOKEN,secret
openai,openai-python,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-python/blob/6574bcd612771186995074846253caa0ff1ba517/.github/workflows/release-doctor.yml,PYPI_TOKEN,secret
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/create-releases.yml,STAINLESS_API_KEY,secret
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/create-releases.yml,OPENAI_RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/create-releases.yml,RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/create-releases.yml,GEM_HOST_API_KEY,secret
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/create-releases.yml,OPENAI_GEM_HOST_API_KEY,secret
openai,openai-ruby,.github/workflows/publish-gem.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/publish-gem.yml,OPENAI_RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/publish-gem.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/publish-gem.yml,RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/publish-gem.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/publish-gem.yml,GEM_HOST_API_KEY,secret
openai,openai-ruby,.github/workflows/publish-gem.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/publish-gem.yml,OPENAI_GEM_HOST_API_KEY,secret
openai,openai-ruby,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/release-doctor.yml,OPENAI_RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/release-doctor.yml,RUBYGEMS_HOST,secret
openai,openai-ruby,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/release-doctor.yml,GEM_HOST_API_KEY,secret
openai,openai-ruby,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-ruby/blob/866194bfd2737ba4e2539f97076ab6b0049c1e3f/.github/workflows/release-doctor.yml,OPENAI_GEM_HOST_API_KEY,secret
openai,procgen,.github/workflows/main.yml,master,https://github.com/openai/procgen/blob/5e1dbf341d291eff40d1f9e0c0a0d5003643aebf/.github/workflows/main.yml,PYPI_API_TOKEN,secret
openai,prometheus,.github/workflows/prombench.yml,release-2.16,https://github.com/openai/prometheus/blob/f345889f210692e23ebc51566288bf380fbc8b25/.github/workflows/prombench.yml,PROMBENCH_GKE_AUTH,secret
openai,pytorch,.github/workflows/build_linux_conda.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_conda.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/build_linux_libtorch.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_libtorch.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/build_linux_wheels.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_wheels.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-bionic-py3.6-clang9.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-py3.6-clang9.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-xenial-py3.6-gcc5.4.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-py3.6-gcc5.4.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-linux-xenial-py3.6-gcc7-bazel-test.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-py3.6-gcc7-bazel-test.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-periodic-libtorch-linux-xenial-cuda11.1-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-periodic-libtorch-linux-xenial-cuda11.1-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/generated-puretorch-linux-xenial-py3.6-gcc5.4.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-puretorch-linux-xenial-py3.6-gcc5.4.yml,SCRIBE_GRAPHQL_ACCESS_TOKEN,secret
openai,pytorch,.github/workflows/update_s3_htmls.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/update_s3_htmls.yml,AWS_S3_UPDATE_ACCESS_KEY_ID,secret
openai,pytorch,.github/workflows/update_s3_htmls.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/update_s3_htmls.yml,AWS_S3_UPDATE_SECRET_ACCESS_KEY,secret
openai,whisper,.github/workflows/python-publish.yml,main,https://github.com/openai/whisper/blob/c0d2f624c09dc18e709e37c2ad90c039a4eb72a2/.github/workflows/python-publish.yml,PYPI_API_TOKEN,secret
