org,repo,workflow,ref,url,runner,self_hosted,supported
openai,codex,.github/workflows/rust-release.yml,main,https://github.com/openai/codex/blob/98c6dfa53711c499a989309c30b0fe38bfa54590/.github/workflows/rust-release.yml,ubuntu-latest,0,1
openai,codex,.github/workflows/rust-release.yml,main,https://github.com/openai/codex/blob/98c6dfa53711c499a989309c30b0fe38bfa54590/.github/workflows/rust-release.yml,windows-11-arm,0,1
openai,codex,.github/workflows/rust-release.yml,main,https://github.com/openai/codex/blob/98c6dfa53711c499a989309c30b0fe38bfa54590/.github/workflows/rust-release.yml,windows-latest,0,1
openai,codex,.github/workflows/sdk.yml,main,https://github.com/openai/codex/blob/98c6dfa53711c499a989309c30b0fe38bfa54590/.github/workflows/sdk.yml,ubuntu-latest,0,1
openai,compose-richtext,.github/workflows/android.yml,main,https://github.com/openai/compose-richtext/blob/4d3846b82c148de829d6a6f68f260951abb8bfa9/.github/workflows/android.yml,ubuntu-latest,0,1
openai,compose-richtext,.github/workflows/docs.yml,main,https://github.com/openai/compose-richtext/blob/4d3846b82c148de829d6a6f68f260951abb8bfa9/.github/workflows/docs.yml,ubuntu-latest,0,1
openai,compose-richtext,.github/workflows/publish.yml,main,https://github.com/openai/compose-richtext/blob/4d3846b82c148de829d6a6f68f260951abb8bfa9/.github/workflows/publish.yml,ubuntu-latest,0,1
openai,etcd,.github/workflows/ci.yml,6.3.0-openai,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,etcd,.github/workflows/md-links.yml,6.3.0-openai,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/md-links.yml,ubuntu-latest,0,1
openai,etcd,.github/workflows/stale.yml,6.3.0-openai,https://github.com/openai/etcd/blob/43dd5ac2754c801d6cde047cc91fe82edaff8010/.github/workflows/stale.yml,ubuntu-latest,0,1
openai,evals,.github/workflows/run_tests.yaml,main,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/.github/workflows/run_tests.yaml,ubuntu-latest,0,1
openai,evals,.github/workflows/test_eval.yaml,main,https://github.com/openai/evals/blob/cdb8ce9547e68b8e5e4520b6a162294c06865c0f/.github/workflows/test_eval.yaml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/ci.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/compatibility_api_lint.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/compatibility_api_lint.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/compatibility_api_preparedness_lint.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/compatibility_api_preparedness_lint.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/paperbench_lint.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/paperbench_lint.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/paperbench_tests.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/paperbench_tests.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/preparedness_turncompleter_lint.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/preparedness_turncompleter_lint.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/preparedness_turncompleter_tests.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/preparedness_turncompleter_tests.yml,ubuntu-latest,0,1
openai,frontier-evals,.github/workflows/swelancer_lint.yml,main,https://github.com/openai/frontier-evals/blob/242e49fe6b34de4df73679f1e8f33ddc19aef70c/.github/workflows/swelancer_lint.yml,ubuntu-latest,0,1
openai,gpt-oss,.github/workflows/CI.yml,main,https://github.com/openai/gpt-oss/blob/0a9ec7f69d8aa71841c5cefcd84a512344b9f1be/.github/workflows/CI.yml,ubuntu-latest,0,1
openai,gym,.github/workflows/build.yml,master,https://github.com/openai/gym/blob/dcd185843a62953e27c2d54dc8c2d647d604b635/.github/workflows/build.yml,ubuntu-latest,0,1
openai,gym,.github/workflows/pre-commit.yml,master,https://github.com/openai/gym/blob/dcd185843a62953e27c2d54dc8c2d647d604b635/.github/workflows/pre-commit.yml,ubuntu-latest,0,1
openai,gym3,.github/workflows/ci.yaml,master,https://github.com/openai/gym3/blob/4c3824680eaf9dd04dce224ee3d4856429878226/.github/workflows/ci.yaml,macos-10.15,0,0
openai,gym3,.github/workflows/ci.yaml,master,https://github.com/openai/gym3/blob/4c3824680eaf9dd04dce224ee3d4856429878226/.github/workflows/ci.yaml,ubuntu-18.04,0,0
openai,gym3,.github/workflows/ci.yaml,master,https://github.com/openai/gym3/blob/4c3824680eaf9dd04dce224ee3d4856429878226/.github/workflows/ci.yaml,windows-2019,0,0
openai,harmony,.github/workflows/CI.yml,main,https://github.com/openai/harmony/blob/508cbaa7f6b0277bd37c9bdf6d4dc8a4d51aada5/.github/workflows/CI.yml,macos-13,0,0
openai,harmony,.github/workflows/CI.yml,main,https://github.com/openai/harmony/blob/508cbaa7f6b0277bd37c9bdf6d4dc8a4d51aada5/.github/workflows/CI.yml,macos-14,0,1
openai,harmony,.github/workflows/CI.yml,main,https://github.com/openai/harmony/blob/508cbaa7f6b0277bd37c9bdf6d4dc8a4d51aada5/.github/workflows/CI.yml,ubuntu-22.04,0,1
openai,harmony,.github/workflows/CI.yml,main,https://github.com/openai/harmony/blob/508cbaa7f6b0277bd37c9bdf6d4dc8a4d51aada5/.github/workflows/CI.yml,ubuntu-latest,0,1
openai,harmony,.github/workflows/CI.yml,main,https://github.com/openai/harmony/blob/508cbaa7f6b0277bd37c9bdf6d4dc8a4d51aada5/.github/workflows/CI.yml,windows-latest,0,1
openai,main-branch-check-action,.github/workflows/build.yaml,main,https://github.com/openai/main-branch-check-action/blob/e63babfaa62a5eb5ca9fd14ae54b155a4ed23490/.github/workflows/build.yaml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/docs.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/docs.yml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/issues.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/issues.yml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/release-tag.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/release-tag.yml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/release.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/release.yml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/test.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/test.yml,ubuntu-latest,0,1
openai,openai-agents-js,.github/workflows/update-docs.yml,main,https://github.com/openai/openai-agents-js/blob/885f6cf04afbfabd96ae55890204cb2b0da3d18f/.github/workflows/update-docs.yml,ubuntu-latest,0,1
openai,openai-agents-python,.github/workflows/docs.yml,main,https://github.com/openai/openai-agents-python/blob/748ac80da7bad53d817d6bb3a561f5d804060e5e/.github/workflows/docs.yml,ubuntu-latest,0,1
openai,openai-agents-python,.github/workflows/issues.yml,main,https://github.com/openai/openai-agents-python/blob/748ac80da7bad53d817d6bb3a561f5d804060e5e/.github/workflows/issues.yml,ubuntu-latest,0,1
openai,openai-agents-python,.github/workflows/publish.yml,main,https://github.com/openai/openai-agents-python/blob/748ac80da7bad53d817d6bb3a561f5d804060e5e/.github/workflows/publish.yml,ubuntu-latest,0,1
openai,openai-agents-python,.github/workflows/tests.yml,main,https://github.com/openai/openai-agents-python/blob/748ac80da7bad53d817d6bb3a561f5d804060e5e/.github/workflows/tests.yml,ubuntu-latest,0,1
openai,openai-agents-python,.github/workflows/update-docs.yml,main,https://github.com/openai/openai-agents-python/blob/748ac80da7bad53d817d6bb3a561f5d804060e5e/.github/workflows/update-docs.yml,ubuntu-latest,0,1
openai,openai-chatkit-advanced-samples,.github/workflows/ci.yml,main,https://github.com/openai/openai-chatkit-advanced-samples/blob/39bb630e4cfe6e0f20c1bedae0a4c8e2f1f82f2e/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,openai-chatkit-starter-app,.github/workflows/ci.yml,main,https://github.com/openai/openai-chatkit-starter-app/blob/06020b680d1202ad8006ce19d5e394eb804d9610/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,openai-cookbook,.github/workflows/build-website.yaml,main,https://github.com/openai/openai-cookbook/blob/2608cb13d958c236e1381d70842ec564bfb957aa/.github/workflows/build-website.yaml,ubuntu-latest,0,1
openai,openai-cookbook,.github/workflows/stale.yaml,main,https://github.com/openai/openai-cookbook/blob/2608cb13d958c236e1381d70842ec564bfb957aa/.github/workflows/stale.yaml,ubuntu-latest,0,1
openai,openai-cookbook,.github/workflows/validate-notebooks.yaml,main,https://github.com/openai/openai-cookbook/blob/2608cb13d958c236e1381d70842ec564bfb957aa/.github/workflows/validate-notebooks.yaml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/codegen-validation.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/codegen-validation.yml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/live-test.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/live-test.yml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/main.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/main.yml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/needs-triage.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/needs-triage.yml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/release.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/release.yml,ubuntu-latest,0,1
openai,openai-dotnet,.github/workflows/release.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/release.yml,windows-latest,0,1
openai,openai-dotnet,.github/workflows/update-generator.yml,main,https://github.com/openai/openai-dotnet/blob/fbb96e6e116d32583169951a3345ade83cfdfccd/.github/workflows/update-generator.yml,ubuntu-latest,0,1
openai,openai-go,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-go/blob/d83922b7171eac4ddd5f28bea9c39c47d865590e/.github/workflows/create-releases.yml,ubuntu-latest,0,1
openai,openai-go,.github/workflows/detect-breaking-changes.yml,main,https://github.com/openai/openai-go/blob/d83922b7171eac4ddd5f28bea9c39c47d865590e/.github/workflows/detect-breaking-changes.yml,ubuntu-latest,0,1
openai,openai-guardrails-js,.github/workflows/ci.yml,main,https://github.com/openai/openai-guardrails-js/blob/dfc9ee05a668f04e7cb894ffab791571df7e84fa/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,openai-guardrails-js,.github/workflows/docs.yml,main,https://github.com/openai/openai-guardrails-js/blob/dfc9ee05a668f04e7cb894ffab791571df7e84fa/.github/workflows/docs.yml,ubuntu-latest,0,1
openai,openai-guardrails-python,.github/workflows/ci.yml,main,https://github.com/openai/openai-guardrails-python/blob/0999b9312170db14cf3b478943d06e1c054ec5c9/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,openai-guardrails-python,.github/workflows/docs.yml,main,https://github.com/openai/openai-guardrails-python/blob/0999b9312170db14cf3b478943d06e1c054ec5c9/.github/workflows/docs.yml,ubuntu-latest,0,1
openai,openai-guardrails-python,.github/workflows/publish.yml,main,https://github.com/openai/openai-guardrails-python/blob/0999b9312170db14cf3b478943d06e1c054ec5c9/.github/workflows/publish.yml,ubuntu-latest,0,1
openai,openai-java,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-java/blob/33a7df82df845b9906f6f6573778bcc3c709e4cb/.github/workflows/create-releases.yml,ubuntu-latest,0,1
openai,openai-java,.github/workflows/detect-breaking-changes.yml,main,https://github.com/openai/openai-java/blob/33a7df82df845b9906f6f6573778bcc3c709e4cb/.github/workflows/detect-breaking-changes.yml,ubuntu-latest,0,1
openai,openai-java,.github/workflows/publish-sonatype.yml,main,https://github.com/openai/openai-java/blob/33a7df82df845b9906f6f6573778bcc3c709e4cb/.github/workflows/publish-sonatype.yml,ubuntu-latest,0,1
openai,openai-java,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-java/blob/33a7df82df845b9906f6f6573778bcc3c709e4cb/.github/workflows/release-doctor.yml,ubuntu-latest,0,1
openai,openai-node,.github/workflows/ci.yml,master,https://github.com/openai/openai-node/blob/febf4dccbd8c6b3b4d4f009ced57aab5a911169c/.github/workflows/ci.yml,ubuntu-latest,0,1
openai,openai-node,.github/workflows/create-releases.yml,master,https://github.com/openai/openai-node/blob/febf4dccbd8c6b3b4d4f009ced57aab5a911169c/.github/workflows/create-releases.yml,ubuntu-latest,0,1
openai,openai-node,.github/workflows/publish-jsr.yml,master,https://github.com/openai/openai-node/blob/febf4dccbd8c6b3b4d4f009ced57aab5a911169c/.github/workflows/publish-jsr.yml,ubuntu-latest,0,1
openai,openai-node,.github/workflows/publish-npm.yml,master,https://github.com/openai/openai-node/blob/febf4dccbd8c6b3b4d4f009ced57aab5a911169c/.github/workflows/publish-npm.yml,ubuntu-latest,0,1
openai,openai-node,.github/workflows/release-doctor.yml,master,https://github.com/openai/openai-node/blob/febf4dccbd8c6b3b4d4f009ced57aab5a911169c/.github/workflows/release-doctor.yml,ubuntu-latest,0,1
openai,openai-python,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-python/blob/513ae76253cccdf9d0a9122b32cf0adb8d26f792/.github/workflows/create-releases.yml,ubuntu-latest,0,1
openai,openai-python,.github/workflows/detect-breaking-changes.yml,main,https://github.com/openai/openai-python/blob/513ae76253cccdf9d0a9122b32cf0adb8d26f792/.github/workflows/detect-breaking-changes.yml,ubuntu-latest,0,1
openai,openai-python,.github/workflows/publish-pypi.yml,main,https://github.com/openai/openai-python/blob/513ae76253cccdf9d0a9122b32cf0adb8d26f792/.github/workflows/publish-pypi.yml,ubuntu-latest,0,1
openai,openai-python,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-python/blob/513ae76253cccdf9d0a9122b32cf0adb8d26f792/.github/workflows/release-doctor.yml,ubuntu-latest,0,1
openai,openai-reflect,.github/workflows/build.yaml,main,https://github.com/openai/openai-reflect/blob/40796bf64312bf2215d9d899e1ac32715eadd26c/.github/workflows/build.yaml,ubuntu-latest,0,1
openai,openai-reflect,.github/workflows/clang-format-check.yml,main,https://github.com/openai/openai-reflect/blob/40796bf64312bf2215d9d899e1ac32715eadd26c/.github/workflows/clang-format-check.yml,ubuntu-latest,0,1
openai,openai-ruby,.github/workflows/create-releases.yml,main,https://github.com/openai/openai-ruby/blob/2fb28dc729448353a2a1edd5bd1b554a83be8449/.github/workflows/create-releases.yml,ubuntu-latest,0,1
openai,openai-ruby,.github/workflows/publish-gem.yml,main,https://github.com/openai/openai-ruby/blob/2fb28dc729448353a2a1edd5bd1b554a83be8449/.github/workflows/publish-gem.yml,ubuntu-latest,0,1
openai,openai-ruby,.github/workflows/release-doctor.yml,main,https://github.com/openai/openai-ruby/blob/2fb28dc729448353a2a1edd5bd1b554a83be8449/.github/workflows/release-doctor.yml,ubuntu-latest,0,1
openai,procgen,.github/workflows/main.yml,master,https://github.com/openai/procgen/blob/5e1dbf341d291eff40d1f9e0c0a0d5003643aebf/.github/workflows/main.yml,macos-10.15,0,0
openai,procgen,.github/workflows/main.yml,master,https://github.com/openai/procgen/blob/5e1dbf341d291eff40d1f9e0c0a0d5003643aebf/.github/workflows/main.yml,ubuntu-18.04,0,0
openai,procgen,.github/workflows/main.yml,master,https://github.com/openai/procgen/blob/5e1dbf341d291eff40d1f9e0c0a0d5003643aebf/.github/workflows/main.yml,windows-2019,0,0
openai,prometheus,.github/workflows/prombench.yml,release-2.16,https://github.com/openai/prometheus/blob/f345889f210692e23ebc51566288bf380fbc8b25/.github/workflows/prombench.yml,ubuntu-latest,0,1
openai,pytorch,.github/workflows/build_linux_conda.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_conda.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/build_linux_conda.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_conda.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/build_linux_libtorch.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_libtorch.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/build_linux_libtorch.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_libtorch.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/build_linux_wheels.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_wheels.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/build_linux_wheels.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/build_linux_wheels.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/create_release.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/create_release.yml,ubuntu-latest,0,1
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-linux-bionic-py3.6-clang9.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-py3.6-clang9.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-linux-bionic-py3.6-clang9.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-bionic-py3.6-clang9.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,linux.2xlarge,1,1
openai,pytorch,.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,ubuntu-18.04,0,0
openai,pytorch,.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,master,https://github.com/openai/pytorch/blob/8595b6eeed9a0e96aa6b1779000aeb96c13e6202/.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,linux.2xlarge,1,1
