repo_name,workflow_path,workflow_type,visibility,archived,forked,reusable_workflow,workflow_url,repo_url,missing_repo,missing_url
codex,rust-release.yml,workflow,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex,pnpm/action-setup@a8198c4bff370c8506180b035930dea56dbd5288,https://github.com/pnpm/action-setup/blob/a8198c4bff370c8506180b035930dea56dbd5288/
codex,sdk.yml,workflow,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/sdk.yml,https://github.com/openai/codex,pnpm/action-setup@a8198c4bff370c8506180b035930dea56dbd5288,https://github.com/pnpm/action-setup/blob/a8198c4bff370c8506180b035930dea56dbd5288/
codex-action,ci.yml,workflow,public,0,0,0,https://github.com/openai/codex-action/blob/main/.github/workflows/ci.yml,https://github.com/openai/codex-action,pnpm/action-setup@02f6c237bd2518259fed6c71566509edfb3f2b74,https://github.com/pnpm/action-setup/blob/02f6c237bd2518259fed6c71566509edfb3f2b74/
codex-universal,build-image.yml,workflow,public,0,0,0,https://github.com/openai/codex-universal/blob/main/.github/workflows/build-image.yml,https://github.com/openai/codex-universal,actions/attest-build-provenance@96b4a1ef7235a096b17240c259729fdd70c83d45,https://github.com/actions/attest-build-provenance/blob/96b4a1ef7235a096b17240c259729fdd70c83d45/
compose-richtext,android.yml,workflow,public,0,1,0,https://github.com/openai/compose-richtext/blob/main/.github/workflows/android.yml,https://github.com/openai/compose-richtext,gradle/actions@0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d,https://github.com/gradle/actions/blob/0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d/setup-gradle
compose-richtext,docs.yml,workflow,public,0,1,0,https://github.com/openai/compose-richtext/blob/main/.github/workflows/docs.yml,https://github.com/openai/compose-richtext,gradle/actions@0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d,https://github.com/gradle/actions/blob/0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d/setup-gradle
compose-richtext,publish.yml,workflow,public,0,1,0,https://github.com/openai/compose-richtext/blob/main/.github/workflows/publish.yml,https://github.com/openai/compose-richtext,gradle/actions@0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d,https://github.com/gradle/actions/blob/0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d/setup-gradle
frontier-evals,alcatraz_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/alcatraz_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,compatibility_api_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/compatibility_api_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,compatibility_api_preparedness_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/compatibility_api_preparedness_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,paperbench_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/paperbench_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,paperbench_tests.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/paperbench_tests.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,preparedness_turncompleter_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/preparedness_turncompleter_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,preparedness_turncompleter_tests.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/preparedness_turncompleter_tests.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
frontier-evals,swelancer_lint.yml,workflow,public,0,0,0,https://github.com/openai/frontier-evals/blob/main/.github/workflows/swelancer_lint.yml,https://github.com/openai/frontier-evals,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
gym3,ci.yaml,workflow,public,0,0,0,https://github.com/openai/gym3/blob/master/.github/workflows/ci.yaml,https://github.com/openai/gym3,goanpeca/setup-miniconda@40011eeb7744a1040f7d1f14c03664ae79f67737,https://github.com/goanpeca/setup-miniconda/blob/40011eeb7744a1040f7d1f14c03664ae79f67737/
harmony,CI.yml,workflow,public,0,0,0,https://github.com/openai/harmony/blob/main/.github/workflows/CI.yml,https://github.com/openai/harmony,actions/attest-build-provenance@96b4a1ef7235a096b17240c259729fdd70c83d45,https://github.com/actions/attest-build-provenance/blob/96b4a1ef7235a096b17240c259729fdd70c83d45/
harmony,CI.yml,workflow,public,0,0,0,https://github.com/openai/harmony/blob/main/.github/workflows/CI.yml,https://github.com/openai/harmony,PyO3/maturin-action@db323e2cf5679b7feb8bcb561a36b27a0bc19e79,https://github.com/PyO3/maturin-action/blob/db323e2cf5679b7feb8bcb561a36b27a0bc19e79/
openai-dotnet,release.yml,workflow,public,0,0,0,https://github.com/openai/openai-dotnet/blob/main/.github/workflows/release.yml,https://github.com/openai/openai-dotnet,NuGet/login@ebc737b6fc418a6ca0073cf116ec8dc156d8b81e,https://github.com/NuGet/login/blob/ebc737b6fc418a6ca0073cf116ec8dc156d8b81e/
openai-guardrails-python,ci.yml,workflow,public,0,0,0,https://github.com/openai/openai-guardrails-python/blob/main/.github/workflows/ci.yml,https://github.com/openai/openai-guardrails-python,astral-sh/setup-uv@e4db8464a088ece1b920f60402e813ea4de65b8f,https://github.com/astral-sh/setup-uv/blob/e4db8464a088ece1b920f60402e813ea4de65b8f/
openai-guardrails-python,docs.yml,workflow,public,0,0,0,https://github.com/openai/openai-guardrails-python/blob/main/.github/workflows/docs.yml,https://github.com/openai/openai-guardrails-python,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
openai-guardrails-python,publish.yml,workflow,public,0,0,0,https://github.com/openai/openai-guardrails-python/blob/main/.github/workflows/publish.yml,https://github.com/openai/openai-guardrails-python,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
openai-java,ci.yml,workflow,public,0,0,0,https://github.com/openai/openai-java/blob/main/.github/workflows/ci.yml,https://github.com/openai/openai-java,gradle/actions@0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d,https://github.com/gradle/actions/blob/0b6dd653ba04f4f93bf581ec31e66cbd7dcb644d/setup-gradle
openai-java,ci.yml,workflow,public,0,0,0,https://github.com/openai/openai-java/blob/main/.github/workflows/ci.yml,https://github.com/openai/openai-java,gradle/gradle-build-action@fe583dc97e032f41ccc310ea5176f2d7306abbc4,https://github.com/gradle/gradle-build-action/blob/fe583dc97e032f41ccc310ea5176f2d7306abbc4/
openai-java,create-releases.yml,workflow,public,0,0,0,https://github.com/openai/openai-java/blob/main/.github/workflows/create-releases.yml,https://github.com/openai/openai-java,gradle/gradle-build-action@fe583dc97e032f41ccc310ea5176f2d7306abbc4,https://github.com/gradle/gradle-build-action/blob/fe583dc97e032f41ccc310ea5176f2d7306abbc4/
openai-java,detect-breaking-changes.yml,workflow,public,0,0,0,https://github.com/openai/openai-java/blob/main/.github/workflows/detect-breaking-changes.yml,https://github.com/openai/openai-java,gradle/gradle-build-action@fe583dc97e032f41ccc310ea5176f2d7306abbc4,https://github.com/gradle/gradle-build-action/blob/fe583dc97e032f41ccc310ea5176f2d7306abbc4/
openai-java,publish-sonatype.yml,workflow,public,0,0,0,https://github.com/openai/openai-java/blob/main/.github/workflows/publish-sonatype.yml,https://github.com/openai/openai-java,gradle/gradle-build-action@fe583dc97e032f41ccc310ea5176f2d7306abbc4,https://github.com/gradle/gradle-build-action/blob/fe583dc97e032f41ccc310ea5176f2d7306abbc4/
openai-node,ci.yml,workflow,public,0,0,0,https://github.com/openai/openai-node/blob/main/.github/workflows/ci.yml,https://github.com/openai/openai-node,pnpm/action-setup@f40ffcd9367d9f12939873eb1018b921a783ffaa,https://github.com/pnpm/action-setup/blob/f40ffcd9367d9f12939873eb1018b921a783ffaa/
openai-node,create-releases.yml,workflow,public,0,0,0,https://github.com/openai/openai-node/blob/main/.github/workflows/create-releases.yml,https://github.com/openai/openai-node,pnpm/action-setup@f40ffcd9367d9f12939873eb1018b921a783ffaa,https://github.com/pnpm/action-setup/blob/f40ffcd9367d9f12939873eb1018b921a783ffaa/
openai-node,detect-breaking-changes.yml,workflow,public,0,0,0,https://github.com/openai/openai-node/blob/main/.github/workflows/detect-breaking-changes.yml,https://github.com/openai/openai-node,pnpm/action-setup@f40ffcd9367d9f12939873eb1018b921a783ffaa,https://github.com/pnpm/action-setup/blob/f40ffcd9367d9f12939873eb1018b921a783ffaa/
openai-node,publish-jsr.yml,workflow,public,0,0,0,https://github.com/openai/openai-node/blob/main/.github/workflows/publish-jsr.yml,https://github.com/openai/openai-node,pnpm/action-setup@f40ffcd9367d9f12939873eb1018b921a783ffaa,https://github.com/pnpm/action-setup/blob/f40ffcd9367d9f12939873eb1018b921a783ffaa/
openai-node,publish-npm.yml,workflow,public,0,0,0,https://github.com/openai/openai-node/blob/main/.github/workflows/publish-npm.yml,https://github.com/openai/openai-node,pnpm/action-setup@f40ffcd9367d9f12939873eb1018b921a783ffaa,https://github.com/pnpm/action-setup/blob/f40ffcd9367d9f12939873eb1018b921a783ffaa/
openai-python,detect-breaking-changes.yml,workflow,public,0,0,0,https://github.com/openai/openai-python/blob/main/.github/workflows/detect-breaking-changes.yml,https://github.com/openai/openai-python,astral-sh/setup-uv@e58605a9b6da7c637471fab8847a5e5a6b8df081,https://github.com/astral-sh/setup-uv/blob/e58605a9b6da7c637471fab8847a5e5a6b8df081/
openai-reflect,clang-format-check.yml,workflow,public,0,0,0,https://github.com/openai/openai-reflect/blob/main/.github/workflows/clang-format-check.yml,https://github.com/openai/openai-reflect,jidicula/clang-format-action@cb23d60ccc80b0e718ee4832b50084ce764a1bd3,https://github.com/jidicula/clang-format-action/blob/cb23d60ccc80b0e718ee4832b50084ce764a1bd3/
tiktoken,build_wheels.yml,workflow,public,0,0,0,https://github.com/openai/tiktoken/blob/main/.github/workflows/build_wheels.yml,https://github.com/openai/tiktoken,pypa/cibuildwheel@65b8265957fd86372d9689a0acdfd55813970d5d,https://github.com/pypa/cibuildwheel/blob/65b8265957fd86372d9689a0acdfd55813970d5d/
