repo_name,workflow_path,job_name,runner,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
pytorch,generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-libtorch-linux-xenial-cuda10.2-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-libtorch-linux-xenial-cuda11.3-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-bionic-cuda10.2-py3.9-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-bionic-py3.6-clang9.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-bionic-py3.6-clang9.yml,https://github.com/openai/pytorch
pytorch,generated-linux-bionic-py3.6-clang9.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-bionic-py3.6-clang9.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-cuda10.2-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-cuda11.3-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-py3.6-clang7-asan.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-py3.6-clang7-asan.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-py3.6-clang7-asan.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-py3.6-gcc5.4.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-py3.6-gcc5.4.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-py3.6-gcc5.4.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-py3.6-gcc5.4.yml,https://github.com/openai/pytorch
pytorch,generated-linux-xenial-py3.6-gcc7-bazel-test.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-linux-xenial-py3.6-gcc7-bazel-test.yml,https://github.com/openai/pytorch
pytorch,generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,https://github.com/openai/pytorch
pytorch,generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-parallelnative-linux-xenial-py3.6-gcc5.4.yml,https://github.com/openai/pytorch
pytorch,generated-periodic-libtorch-linux-xenial-cuda11.1-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-periodic-libtorch-linux-xenial-cuda11.1-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-periodic-linux-xenial-cuda11.1-py3.6-gcc7.yml,https://github.com/openai/pytorch
pytorch,generated-periodic-win-vs2019-cuda11.1-py3.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-periodic-win-vs2019-cuda11.1-py3.yml,https://github.com/openai/pytorch
pytorch,generated-periodic-win-vs2019-cuda11.1-py3.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-periodic-win-vs2019-cuda11.1-py3.yml,https://github.com/openai/pytorch
pytorch,generated-puretorch-linux-xenial-py3.6-gcc5.4.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-puretorch-linux-xenial-py3.6-gcc5.4.yml,https://github.com/openai/pytorch
pytorch,generated-win-vs2019-cpu-py3.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-win-vs2019-cpu-py3.yml,https://github.com/openai/pytorch
pytorch,generated-win-vs2019-cpu-py3.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-win-vs2019-cpu-py3.yml,https://github.com/openai/pytorch
pytorch,generated-win-vs2019-cuda11.3-py3.yml,ciflow_should_run,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-win-vs2019-cuda11.3-py3.yml,https://github.com/openai/pytorch
pytorch,generated-win-vs2019-cuda11.3-py3.yml,generate-test-matrix,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/generated-win-vs2019-cuda11.3-py3.yml,https://github.com/openai/pytorch
pytorch,lint.yml,clang-format,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,cmakelint,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,flake8-py3,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,mypy,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,py2-setup-validate-errormsg,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,quick-checks,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,shellcheck,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,lint.yml,toc,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/lint.yml,https://github.com/openai/pytorch
pytorch,stale_pull_requests.yml,stale,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/stale_pull_requests.yml,https://github.com/openai/pytorch
pytorch,stale_pull_requests.yml,stale-open-source,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/stale_pull_requests.yml,https://github.com/openai/pytorch
pytorch,test_tools.yml,test,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/test_tools.yml,https://github.com/openai/pytorch
pytorch,triage.yml,welcome,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/triage.yml,https://github.com/openai/pytorch
pytorch,update_s3_htmls.yml,update-html,ubuntu-18.04,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/update_s3_htmls.yml,https://github.com/openai/pytorch
